S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2128,28/09/2020,Bihar,178702,12827,164987,888
2129,29/09/2020,Bihar,179832,12664,166276,892
2130,30/09/2020,Bihar,181285,12366,168025,894
2131,01/10/2020,Bihar,182728,12092,169732,904
2132,02/10/2020,Bihar,184038,12086,171048,904
2133,03/10/2020,Bihar,185436,12077,172449,910
2134,04/10/2020,Bihar,186441,11597,173932,912
2135,05/10/2020,Bihar,188168,11795,175458,915
2136,06/10/2020,Bihar,189442,11523,176995,924
2137,07/10/2020,Bihar,190740,11420,178395,925
2138,08/10/2020,Bihar,191985,11326,179732,927
2139,09/10/2020,Bihar,193072,11447,180696,929
2140,10/10/2020,Bihar,194329,11274,182121,934
2141,11/10/2020,Bihar,195499,11165,183390,944
2142,12/10/2020,Bihar,196531,11044,184541,946
2143,13/10/2020,Bihar,197535,10669,185911,955
2144,14/10/2020,Bihar,198855,10835,187059,961
2145,15/10/2020,Bihar,200103,10756,188380,967
2146,16/10/2020,Bihar,201196,11038,189186,972
2147,17/10/2020,Bihar,202290,10884,190425,981
2148,18/10/2020,Bihar,203457,10848,191619,990
2149,19/10/2020,Bihar,204363,10584,192783,996
2150,20/10/2020,Bihar,205945,10937,194005,1003
2151,21/10/2020,Bihar,207405,11348,195046,1011
2152,22/10/2020,Bihar,208377,11118,196240,1019
2153,23/10/2020,Bihar,209447,11213,197208,1026
2154,24/10/2020,Bihar,210196,10630,198532,1034
2155,25/10/2020,Bihar,211258,10459,199757,1042
2156,26/10/2020,Bihar,211689,9722,200918,1049
2157,27/10/2020,Bihar,212355,9355,201942,1058
2158,28/10/2020,Bihar,213085,8846,203174,1065
2159,29/10/2020,Bihar,213576,8329,204178,1069
2160,30/10/2020,Bihar,214242,8058,205108,1076
2161,31/10/2020,Bihar,215327,7897,206346,1084
2162,01/11/2020,Bihar,216086,7516,207480,1090
2163,02/11/2020,Bihar,216707,6966,208644,1097
2164,03/11/2020,Bihar,217277,6594,209582,1101
2165,04/11/2020,Bihar,218203,6423,210672,1108
2166,05/11/2020,Bihar,218605,6094,211398,1113
2167,06/11/2020,Bihar,219349,6356,211872,1121
2168,07/11/2020,Bihar,220099,6518,212452,1129
2169,08/11/2020,Bihar,220936,6287,213513,1136
2170,09/11/2020,Bihar,221624,6273,214207,1144
2171,10/11/2020,Bihar,222917,6503,215263,1151
2172,11/11/2020,Bihar,223346,6093,216097,1156
2173,12/11/2020,Bihar,223917,5815,216940,1162
2174,13/11/2020,Bihar,224524,5763,217594,1167
2175,14/11/2020,Bihar,225124,5637,218313,1174
2176,15/11/2020,Bihar,225595,5727,218689,1179
2177,16/11/2020,Bihar,225901,5454,219263,1184
2178,17/11/2020,Bihar,226417,5221,220007,1189
2179,18/11/2020,Bihar,227018,5156,220668,1194
2180,19/11/2020,Bihar,227822,5349,221272,1201
2181,20/11/2020,Bihar,228511,5378,221924,1209
2182,21/11/2020,Bihar,228886,5254,222420,1212
2183,22/11/2020,Bihar,229177,5082,222879,1216
2184,23/11/2020,Bihar,229544,4839,223484,1221
2185,24/11/2020,Bihar,230094,4794,224073,1227
2186,25/11/2020,Bihar,230845,4897,224715,1233
2187,26/11/2020,Bihar,231539,5225,225077,1237
2188,27/11/2020,Bihar,232235,5390,225602,1243
2189,28/11/2020,Bihar,232916,5401,226267,1248
2190,29/11/2020,Bihar,233572,5380,226939,1253
2191,30/11/2020,Bihar,234119,5404,227456,1259
2192,01/12/2020,Bihar,234610,5359,227987,1264
2193,02/12/2020,Bihar,235152,5568,228316,1268
2194,03/12/2020,Bihar,235839,5768,228797,1274
2195,04/12/2020,Bihar,236420,5890,229249,1281
2196,05/12/2020,Bihar,237006,5836,229883,1287
2197,06/12/2020,Bihar,237552,5630,230630,1292
2198,07/12/2020,Bihar,238106,5563,231248,1295
2199,08/12/2020,Bihar,238648,5467,231884,1297
2200,09/12/2020,Bihar,239322,5459,232563,1300
2201,10/12/2020,Bihar,239955,5354,233298,1303
2202,11/12/2020,Bihar,240572,5499,233766,1307
2203,12/12/2020,Bihar,241222,5527,234383,1312
2204,13/12/2020,Bihar,241776,5501,234958,1317
2205,14/12/2020,Bihar,242224,5375,235528,1321
2206,15/12/2020,Bihar,242660,5088,236247,1325
2207,17/12/2020,Bihar,243830,5231,237267,1332
2208,18/12/2020,Bihar,244386,5279,237770,1337
2209,19/12/2020,Bihar,245027,5370,238316,1341
2210,20/12/2020,Bihar,245661,5205,239109,1347
2211,21/12/2020,Bihar,246185,5140,239693,1352
2212,22/12/2020,Bihar,246568,4991,240219,1358
2213,23/12/2020,Bihar,247108,5030,240716,1362
2214,24/12/2020,Bihar,247807,5408,241031,1368
2215,25/12/2020,Bihar,248351,5434,241546,1371
2216,26/12/2020,Bihar,248945,5504,242068,1373
2217,27/12/2020,Bihar,249403,5257,242767,1379
2218,28/12/2020,Bihar,249912,5068,243461,1383
2219,29/12/2020,Bihar,250390,4928,244076,1386
2220,30/12/2020,Bihar,250928,4940,244599,1389
2221,31/12/2020,Bihar,251348,4799,245156,1393
2222,03/01/2021,Bihar,252584,4792,246389,1403
2223,04/01/2021,Bihar,252857,4473,246979,1405
2224,05/01/2021,Bihar,253272,4380,247484,1408
2225,06/01/2021,Bihar,253695,4351,247929,1415
2226,07/01/2021,Bihar,254014,4184,248410,1420
2227,08/01/2021,Bihar,254447,4261,248762,1424
2228,09/01/2021,Bihar,254701,4075,249198,1428
2229,10/01/2021,Bihar,255386,4247,249709,1430
2230,11/01/2021,Bihar,255700,4178,250088,1434
2231,12/01/2021,Bihar,255932,4054,250439,1439
2232,13/01/2021,Bihar,256309,4234,250632,1443
2233,14/01/2021,Bihar,256587,4115,251027,1445
2234,15/01/2021,Bihar,256895,4170,251278,1447
2235,16/01/2021,Bihar,257193,4112,251632,1449
2236,17/01/2021,Bihar,257474,4046,251975,1453
2237,18/01/2021,Bihar,257610,3822,252331,1457
2238,19/01/2021,Bihar,257775,3308,253007,1460
2239,20/01/2021,Bihar,257991,3241,253289,1461
2240,21/01/2021,Bihar,258176,3143,253569,1464
2241,22/01/2021,Bihar,258414,2923,254023,1468
2242,23/01/2021,Bihar,258513,2682,254359,1472
2243,24/01/2021,Bihar,258638,2599,254563,1476
2244,25/01/2021,Bihar,258787,2317,254991,1479
2245,27/01/2021,Bihar,258996,2336,255174,1486
2246,28/01/2021,Bihar,259149,1645,256014,1490
2247,29/01/2021,Bihar,259214,1043,256679,1492
2248,30/01/2021,Bihar,259373,1021,256857,1495
2249,31/01/2021,Bihar,259496,976,257021,1499
2250,01/02/2021,Bihar,259563,893,257169,1501
2251,02/02/2021,Bihar,259660,851,257306,1503
2252,03/02/2021,Bihar,259781,802,257474,1505
2253,04/02/2021,Bihar,259858,732,257618,1508
2254,05/02/2021,Bihar,259936,724,257702,1510
2255,06/02/2021,Bihar,260034,608,257914,1512
2256,07/02/2021,Bihar,260095,609,257971,1515
2257,08/02/2021,Bihar,260270,533,258221,1516
2258,09/02/2021,Bihar,260670,382,258771,1517
2259,10/02/2021,Bihar,261092,500,259074,1518
2260,11/02/2021,Bihar,261511,757,259234,1520
2261,12/02/2021,Bihar,261568,700,259347,1521
2262,13/02/2021,Bihar,261646,691,259433,1522
2263,14/02/2021,Bihar,261690,653,259513,1524
2264,15/02/2021,Bihar,261741,625,259591,1525
2265,16/02/2021,Bihar,261785,588,259670,1527
2266,17/02/2021,Bihar,261841,565,259748,1528
2267,18/02/2021,Bihar,261879,520,259830,1529
2268,19/02/2021,Bihar,261942,513,259898,1531
2269,20/02/2021,Bihar,262009,504,259973,1532
2270,21/02/2021,Bihar,262066,502,260030,1534
2271,22/02/2021,Bihar,262160,537,260088,1535
2272,23/02/2021,Bihar,262244,561,260147,1536
2273,24/02/2021,Bihar,262303,548,260218,1537
2274,25/02/2021,Bihar,262357,509,260310,1538
2275,26/02/2021,Bihar,262418,478,260401,1539
2276,27/02/2021,Bihar,262464,431,260493,1540
2277,01/03/2021,Bihar,262534,399,260594,1541
2278,02/03/2021,Bihar,262556,370,260645,1541
2279,03/03/2021,Bihar,262597,369,260687,1541
2280,04/03/2021,Bihar,262628,349,260737,1542
2281,06/03/2021,Bihar,262706,341,260821,1544
2282,07/03/2021,Bihar,262728,334,260849,1545
2283,08/03/2021,Bihar,262758,313,260899,1546
2284,09/03/2021,Bihar,262779,290,260942,1547
2285,10/03/2021,Bihar,262820,298,260975,1547
2286,11/03/2021,Bihar,262864,303,261013,1548
2287,13/03/2021,Bihar,262937,324,261064,1549
2288,14/03/2021,Bihar,262974,332,261092,1550
2289,15/03/2021,Bihar,263025,338,261136,1551
2290,16/03/2021,Bihar,263051,328,261171,1552
2291,17/03/2021,Bihar,263100,347,261200,1553
2292,18/03/2021,Bihar,263158,364,261240,1554
2293,19/03/2021,Bihar,263265,406,261304,1555
2294,20/03/2021,Bihar,263355,437,261362,1556
2295,21/03/2021,Bihar,263443,473,261413,1557
2296,22/03/2021,Bihar,263569,523,261487,1559
2297,23/03/2021,Bihar,263659,561,261537,1561
2298,24/03/2021,Bihar,263770,624,261583,1563
2299,25/03/2021,Bihar,263940,727,261648,1565
2300,27/03/2021,Bihar,264409,1001,261839,1569
2301,28/03/2021,Bihar,264604,1116,261917,1571
2302,29/03/2021,Bihar,264955,1347,262036,1572
2303,30/03/2021,Bihar,265194,1488,262133,1573
2304,31/03/2021,Bihar,265268,1456,262238,1574
2305,01/04/2021,Bihar,265527,1580,262371,1576
2306,02/04/2021,Bihar,266015,1908,262529,1578
2307,03/04/2021,Bihar,266677,2364,262733,1580
2308,04/04/2021,Bihar,267513,2943,262988,1582
2309,05/04/2021,Bihar,268377,3561,263233,1583
2310,06/04/2021,Bihar,269312,4144,263582,1586
2311,07/04/2021,Bihar,270392,4955,263849,1588
2312,08/04/2021,Bihar,271919,5926,264402,1591
2313,09/04/2021,Bihar,273830,7505,264730,1595
2314,10/04/2021,Bihar,276004,9358,265048,1598
2315,11/04/2021,Bihar,279473,11999,265870,1604
2316,12/04/2021,Bihar,283229,14696,266923,1610
2317,13/04/2021,Bihar,286228,17053,267559,1616
2318,14/04/2021,Bihar,290385,20149,268606,1630
2319,15/04/2021,Bihar,295171,23725,269795,1651
2320,16/04/2021,Bihar,301304,29079,270550,1675
2321,17/04/2021,Bihar,307557,33466,272403,1688
2322,18/04/2021,Bihar,315427,39498,274207,1722
2323,19/04/2021,Bihar,324117,44701,277667,1749
2324,20/04/2021,Bihar,331604,49528,280286,1790
2325,21/04/2021,Bihar,342059,56355,283863,1841
2326,22/04/2021,Bihar,354281,63747,288637,1897
2327,19/03/2020,Chandigarh,1,1,0,0
2328,20/03/2020,Chandigarh,1,1,0,0
2329,21/03/2020,Chandigarh,1,1,0,0
2330,22/03/2020,Chandigarh,5,5,0,0
2331,23/03/2020,Chandigarh,6,6,0,0
2332,24/03/2020,Chandigarh,6,6,0,0
2333,25/03/2020,Chandigarh,7,7,0,0
2334,26/03/2020,Chandigarh,7,7,0,0
2335,27/03/2020,Chandigarh,7,7,0,0
2336,28/03/2020,Chandigarh,8,8,0,0
2337,29/03/2020,Chandigarh,8,8,0,0
2338,30/03/2020,Chandigarh,8,8,0,0
2339,31/03/2020,Chandigarh,13,13,0,0
2340,01/04/2020,Chandigarh,13,13,0,0
2341,02/04/2020,Chandigarh,16,16,0,0
2342,03/04/2020,Chandigarh,18,18,0,0
2343,04/04/2020,Chandigarh,18,18,0,0
2344,05/04/2020,Chandigarh,18,18,0,0
2345,06/04/2020,Chandigarh,18,18,0,0
2346,07/04/2020,Chandigarh,18,18,0,0
2347,08/04/2020,Chandigarh,18,11,7,0
2348,09/04/2020,Chandigarh,18,11,7,0
2349,10/04/2020,Chandigarh,18,11,7,0
2350,11/04/2020,Chandigarh,18,11,7,0
2351,12/04/2020,Chandigarh,19,12,7,0
2352,13/04/2020,Chandigarh,21,14,7,0
2353,14/04/2020,Chandigarh,21,14,7,0
2354,15/04/2020,Chandigarh,21,14,7,0
2355,16/04/2020,Chandigarh,21,14,7,0
2356,17/04/2020,Chandigarh,21,12,9,0
2357,18/04/2020,Chandigarh,21,12,9,0
2358,19/04/2020,Chandigarh,23,13,10,0
2359,20/04/2020,Chandigarh,26,13,13,0
2360,21/04/2020,Chandigarh,26,13,13,0
2361,22/04/2020,Chandigarh,27,13,14,0
2362,23/04/2020,Chandigarh,27,13,14,0
2363,24/04/2020,Chandigarh,27,13,14,0
2364,25/04/2020,Chandigarh,27,13,14,0
2365,26/04/2020,Chandigarh,28,13,15,0
2366,27/04/2020,Chandigarh,30,13,17,0
2367,28/04/2020,Chandigarh,40,23,17,0
2368,29/04/2020,Chandigarh,56,39,17,0
2369,30/04/2020,Chandigarh,56,39,17,0
2370,01/05/2020,Chandigarh,56,39,17,0
2371,02/05/2020,Chandigarh,88,71,17,0
2372,03/05/2020,Chandigarh,88,71,17,0
2373,04/05/2020,Chandigarh,94,75,19,0
2374,05/05/2020,Chandigarh,102,80,21,1
2375,06/05/2020,Chandigarh,111,89,21,1
2376,07/05/2020,Chandigarh,120,98,21,1
2377,08/05/2020,Chandigarh,135,113,21,1
2378,09/05/2020,Chandigarh,150,128,21,1
2379,10/05/2020,Chandigarh,169,143,24,2
2380,11/05/2020,Chandigarh,169,143,24,2
2381,12/05/2020,Chandigarh,174,148,24,2
2382,13/05/2020,Chandigarh,187,156,28,3
2383,14/05/2020,Chandigarh,187,156,28,3
2384,15/05/2020,Chandigarh,191,151,37,3
2385,16/05/2020,Chandigarh,191,151,37,3
2386,17/05/2020,Chandigarh,191,137,51,3
2387,18/05/2020,Chandigarh,191,137,51,3
2388,19/05/2020,Chandigarh,196,139,54,3
2389,20/05/2020,Chandigarh,200,140,57,3
2390,21/05/2020,Chandigarh,202,142,57,3
2391,22/05/2020,Chandigarh,217,75,139,3
2392,23/05/2020,Chandigarh,218,37,178,3
2393,24/05/2020,Chandigarh,225,43,179,3
2394,25/05/2020,Chandigarh,238,49,186,3
2395,26/05/2020,Chandigarh,238,49,186,3
2396,27/05/2020,Chandigarh,266,75,187,4
2397,28/05/2020,Chandigarh,279,88,187,4
2398,29/05/2020,Chandigarh,288,95,189,4
2399,30/05/2020,Chandigarh,289,96,189,4
2400,31/05/2020,Chandigarh,289,96,189,4
2401,01/06/2020,Chandigarh,293,90,199,4
2402,02/06/2020,Chandigarh,294,91,199,4
2403,03/06/2020,Chandigarh,301,82,214,5
2404,04/06/2020,Chandigarh,301,82,214,5
2405,05/06/2020,Chandigarh,301,82,214,5
2406,06/06/2020,Chandigarh,304,77,222,5
2407,07/06/2020,Chandigarh,309,31,273,5
2408,08/06/2020,Chandigarh,314,36,273,5
2409,09/06/2020,Chandigarh,317,39,273,5
2410,10/06/2020,Chandigarh,323,32,286,5
2411,11/06/2020,Chandigarh,327,36,286,5
2412,12/06/2020,Chandigarh,332,41,286,5
2413,13/06/2020,Chandigarh,334,43,286,5
2414,14/06/2020,Chandigarh,345,54,286,5
2415,15/06/2020,Chandigarh,352,54,293,5
2416,16/06/2020,Chandigarh,354,52,296,6
2417,17/06/2020,Chandigarh,358,50,302,6
2418,18/06/2020,Chandigarh,368,59,303,6
2419,19/06/2020,Chandigarh,374,62,306,6
2420,20/06/2020,Chandigarh,381,60,315,6
2421,21/06/2020,Chandigarh,404,82,316,6
2422,22/06/2020,Chandigarh,406,84,316,6
2423,23/06/2020,Chandigarh,411,83,322,6
2424,24/06/2020,Chandigarh,418,90,322,6
2425,25/06/2020,Chandigarh,420,91,323,6
2426,26/06/2020,Chandigarh,423,88,329,6
2427,27/06/2020,Chandigarh,425,84,335,6
2428,28/06/2020,Chandigarh,428,87,335,6
2429,29/06/2020,Chandigarh,429,87,336,6
2430,30/06/2020,Chandigarh,435,80,349,6
2431,01/07/2020,Chandigarh,440,70,364,6
2432,02/07/2020,Chandigarh,446,73,367,6
2433,03/07/2020,Chandigarh,450,55,389,6
2434,04/07/2020,Chandigarh,457,58,393,6
2435,05/07/2020,Chandigarh,460,59,395,6
2436,06/07/2020,Chandigarh,466,65,395,6
2437,07/07/2020,Chandigarh,489,82,401,6
2438,08/07/2020,Chandigarh,494,86,401,7
2439,09/07/2020,Chandigarh,513,104,402,7
2440,10/07/2020,Chandigarh,523,113,403,7
2441,11/07/2020,Chandigarh,539,124,408,7
2442,12/07/2020,Chandigarh,555,135,413,7
2443,13/07/2020,Chandigarh,559,134,417,8
2444,14/07/2020,Chandigarh,588,157,423,8
2445,15/07/2020,Chandigarh,600,144,446,10
2446,16/07/2020,Chandigarh,625,155,459,11
2447,17/07/2020,Chandigarh,651,164,476,11
2448,18/07/2020,Chandigarh,660,169,480,11
2449,19/07/2020,Chandigarh,700,203,485,12
2450,20/07/2020,Chandigarh,717,217,488,12
2451,21/07/2020,Chandigarh,737,207,518,12
2452,22/07/2020,Chandigarh,751,221,518,12
2453,23/07/2020,Chandigarh,793,254,526,13
2454,24/07/2020,Chandigarh,800,256,531,13
2455,25/07/2020,Chandigarh,823,275,535,13
2456,26/07/2020,Chandigarh,852,284,555,13
2457,27/07/2020,Chandigarh,887,302,572,13
2458,28/07/2020,Chandigarh,910,321,575,14
2459,29/07/2020,Chandigarh,934,321,599,14
2460,30/07/2020,Chandigarh,978,353,611,14
2461,31/07/2020,Chandigarh,1016,355,647,14
2462,01/08/2020,Chandigarh,1051,369,667,15
2463,02/08/2020,Chandigarh,1079,378,683,18
2464,03/08/2020,Chandigarh,1117,400,698,19
2465,04/08/2020,Chandigarh,1159,434,706,19
2466,05/08/2020,Chandigarh,1206,471,715,20
2467,06/08/2020,Chandigarh,1270,535,715,20
2468,07/08/2020,Chandigarh,1327,530,777,20
2469,08/08/2020,Chandigarh,1374,531,820,23
2470,09/08/2020,Chandigarh,1426,530,872,24
2471,10/08/2020,Chandigarh,1515,586,904,25
2472,11/08/2020,Chandigarh,1595,566,1004,25
2473,12/08/2020,Chandigarh,1670,629,1015,26
2474,13/08/2020,Chandigarh,1751,702,1023,26
2475,14/08/2020,Chandigarh,1842,739,1076,27
2476,15/08/2020,Chandigarh,1928,809,1091,28
2477,16/08/2020,Chandigarh,2009,863,1118,28
2478,17/08/2020,Chandigarh,2102,936,1137,29
2479,18/08/2020,Chandigarh,2216,1003,1183,30
2480,19/08/2020,Chandigarh,2305,1032,1243,30
2481,20/08/2020,Chandigarh,2396,1014,1351,31
2482,21/08/2020,Chandigarh,2515,1094,1390,31
2483,22/08/2020,Chandigarh,2631,1172,1426,33
2484,23/08/2020,Chandigarh,2776,1272,1471,33
2485,24/08/2020,Chandigarh,2918,1389,1492,37
2486,25/08/2020,Chandigarh,3035,1352,1646,37
2487,26/08/2020,Chandigarh,3209,1456,1713,40
2488,27/08/2020,Chandigarh,3376,1539,1796,41
2489,28/08/2020,Chandigarh,3564,1544,1977,43
2490,29/08/2020,Chandigarh,3724,1572,2107,45
2491,30/08/2020,Chandigarh,3985,1692,2248,45
2492,31/08/2020,Chandigarh,4155,1807,2296,52
2493,01/09/2020,Chandigarh,4346,1859,2431,56
2494,02/09/2020,Chandigarh,4550,1942,2551,57
2495,03/09/2020,Chandigarh,4789,2060,2670,59
2496,04/09/2020,Chandigarh,5065,2119,2883,63
2497,05/09/2020,Chandigarh,5268,2095,3105,68
2498,06/09/2020,Chandigarh,5502,2143,3290,69
2499,07/09/2020,Chandigarh,5763,2253,3439,71
2500,08/09/2020,Chandigarh,5995,2187,3734,74
2501,09/09/2020,Chandigarh,6372,2334,3960,78
2502,10/09/2020,Chandigarh,6704,2484,4140,80
2503,11/09/2020,Chandigarh,6987,2573,4331,83
2504,12/09/2020,Chandigarh,7292,2606,4600,86
2505,13/09/2020,Chandigarh,7542,2586,4864,92
2506,14/09/2020,Chandigarh,7991,2728,5170,93
2507,15/09/2020,Chandigarh,8245,2847,5300,98
2508,16/09/2020,Chandigarh,8592,2991,5502,99
2509,17/09/2020,Chandigarh,8958,3171,5683,104
2510,18/09/2020,Chandigarh,9256,3085,6062,109
2511,19/09/2020,Chandigarh,9506,2978,6415,113
2512,20/09/2020,Chandigarh,9796,2911,6766,119
2513,21/09/2020,Chandigarh,10082,2821,7138,123
2514,22/09/2020,Chandigarh,10298,2761,7411,126
2515,23/09/2020,Chandigarh,10546,2622,7794,130
2516,24/09/2020,Chandigarh,10726,2537,8049,140
2517,25/09/2020,Chandigarh,10968,2482,8342,144
2518,26/09/2020,Chandigarh,11212,2390,8677,145
2519,27/09/2020,Chandigarh,11380,2298,8937,145
2520,28/09/2020,Chandigarh,11553,2303,9103,147
2521,29/09/2020,Chandigarh,11678,2200,9325,153
2522,30/09/2020,Chandigarh,11816,2060,9598,158
2523,01/10/2020,Chandigarh,11938,1963,9813,162
2524,02/10/2020,Chandigarh,12057,1884,10009,164
2525,03/10/2020,Chandigarh,12212,1881,10162,169
2526,04/10/2020,Chandigarh,12360,1792,10396,172
2527,05/10/2020,Chandigarh,12445,1673,10598,174
2528,06/10/2020,Chandigarh,12578,1604,10797,177
2529,07/10/2020,Chandigarh,12707,1492,11035,180
2530,08/10/2020,Chandigarh,12820,1448,11190,182
2531,09/10/2020,Chandigarh,12922,1392,11344,186
2532,10/10/2020,Chandigarh,12985,1292,11505,188
2533,11/10/2020,Chandigarh,13081,1229,11662,190
2534,12/10/2020,Chandigarh,13162,1184,11787,191
2535,13/10/2020,Chandigarh,13260,1170,11898,192
2536,14/10/2020,Chandigarh,13331,1127,12007,197
2537,15/10/2020,Chandigarh,13403,1085,12119,199
2538,16/10/2020,Chandigarh,13477,1044,12232,201
2539,17/10/2020,Chandigarh,13532,974,12352,206
2540,18/10/2020,Chandigarh,13582,915,12460,207
2541,19/10/2020,Chandigarh,13646,884,12554,208
2542,20/10/2020,Chandigarh,13686,861,12617,208
2543,21/10/2020,Chandigarh,13743,810,12724,209
2544,22/10/2020,Chandigarh,13795,744,12842,209
2545,23/10/2020,Chandigarh,13848,712,12924,212
2546,24/10/2020,Chandigarh,13920,697,13009,214
2547,25/10/2020,Chandigarh,13977,674,13087,216
2548,26/10/2020,Chandigarh,14038,653,13167,218
2549,27/10/2020,Chandigarh,14085,633,13230,222
2550,28/10/2020,Chandigarh,14152,650,13279,223
2551,29/10/2020,Chandigarh,14212,629,13359,224
2552,30/10/2020,Chandigarh,14292,665,13402,225
2553,31/10/2020,Chandigarh,14351,657,13469,225
2554,01/11/2020,Chandigarh,14418,641,13551,226
2555,02/11/2020,Chandigarh,14476,618,13632,226
2556,03/11/2020,Chandigarh,14528,593,13708,227
2557,04/11/2020,Chandigarh,14608,629,13751,228
2558,05/11/2020,Chandigarh,14702,671,13802,229
2559,06/11/2020,Chandigarh,14794,703,13862,229
2560,07/11/2020,Chandigarh,14927,772,13925,230
2561,08/11/2020,Chandigarh,15025,815,13978,232
2562,09/11/2020,Chandigarh,15134,876,14024,234
2563,10/11/2020,Chandigarh,15249,902,14110,237
2564,11/11/2020,Chandigarh,15339,922,14176,241
2565,12/11/2020,Chandigarh,15434,958,14233,243
2566,13/11/2020,Chandigarh,15543,1002,14297,244
2567,14/11/2020,Chandigarh,15636,1009,14381,246
2568,15/11/2020,Chandigarh,15636,1009,14381,246
2569,16/11/2020,Chandigarh,15804,1088,14468,248
2570,17/11/2020,Chandigarh,15886,1052,14584,250
2571,18/11/2020,Chandigarh,16022,1026,14744,252
2572,19/11/2020,Chandigarh,16167,1081,14833,253
2573,20/11/2020,Chandigarh,16322,1105,14963,254
2574,21/11/2020,Chandigarh,16472,1121,15096,255
2575,22/11/2020,Chandigarh,16591,1135,15198,258
2576,23/11/2020,Chandigarh,16671,1094,15317,260
2577,24/11/2020,Chandigarh,16769,1117,15389,263
2578,25/11/2020,Chandigarh,16848,1128,15455,265
2579,26/11/2020,Chandigarh,16925,1127,15532,266
2580,27/11/2020,Chandigarh,17051,1169,15612,270
2581,28/11/2020,Chandigarh,17157,1190,15697,270
2582,29/11/2020,Chandigarh,17246,1115,15857,274
2583,30/11/2020,Chandigarh,17342,1140,15926,276
2584,01/12/2020,Chandigarh,17409,1062,16070,277
2585,02/12/2020,Chandigarh,17537,1086,16173,278
2586,03/12/2020,Chandigarh,17642,1082,16279,281
2587,04/12/2020,Chandigarh,17717,981,16452,284
2588,05/12/2020,Chandigarh,17828,928,16613,287
2589,06/12/2020,Chandigarh,17926,883,16754,289
2590,07/12/2020,Chandigarh,18027,922,16814,291
2591,08/12/2020,Chandigarh,18113,921,16899,293
2592,09/12/2020,Chandigarh,18239,962,16981,296
2593,10/12/2020,Chandigarh,18322,897,17128,297
2594,11/12/2020,Chandigarh,18410,881,17231,298
2595,12/12/2020,Chandigarh,18502,838,17365,299
2596,13/12/2020,Chandigarh,18572,815,17457,300
2597,14/12/2020,Chandigarh,18638,766,17571,301
2598,15/12/2020,Chandigarh,18714,714,17698,302
2599,17/12/2020,Chandigarh,18843,627,17912,304
2600,18/12/2020,Chandigarh,18905,584,18017,304
2601,19/12/2020,Chandigarh,18979,535,18139,305
2602,20/12/2020,Chandigarh,19044,494,18244,306
2603,21/12/2020,Chandigarh,19073,437,18328,308
2604,22/12/2020,Chandigarh,19128,389,18429,310
2605,23/12/2020,Chandigarh,19184,364,18508,312
2606,24/12/2020,Chandigarh,19266,369,18584,313
2607,25/12/2020,Chandigarh,19309,361,18634,314
2608,26/12/2020,Chandigarh,19345,345,18686,314
2609,27/12/2020,Chandigarh,19423,354,18754,315
2610,28/12/2020,Chandigarh,19486,361,18810,315
2611,29/12/2020,Chandigarh,19551,379,18856,316
2612,30/12/2020,Chandigarh,19615,362,18937,316
2613,31/12/2020,Chandigarh,19682,399,18967,316
2614,03/01/2021,Chandigarh,19865,320,19226,319
2615,04/01/2021,Chandigarh,19881,281,19280,320
2616,05/01/2021,Chandigarh,19936,267,19348,321
2617,06/01/2021,Chandigarh,20026,240,19464,322
2618,07/01/2021,Chandigarh,20104,256,19525,323
2619,08/01/2021,Chandigarh,20147,240,19582,325
2620,09/01/2021,Chandigarh,20201,238,19637,326
2621,10/01/2021,Chandigarh,20251,228,19696,327
2622,11/01/2021,Chandigarh,20295,241,19727,327
2623,12/01/2021,Chandigarh,20342,259,19756,327
2624,13/01/2021,Chandigarh,20378,270,19780,328
2625,14/01/2021,Chandigarh,20415,292,19794,329
2626,15/01/2021,Chandigarh,20438,273,19835,330
2627,16/01/2021,Chandigarh,20464,266,19868,330
2628,17/01/2021,Chandigarh,20503,238,19935,330
2629,18/01/2021,Chandigarh,20537,229,19978,330
2630,19/01/2021,Chandigarh,20564,203,20031,330
2631,20/01/2021,Chandigarh,20595,185,20080,330
2632,21/01/2021,Chandigarh,20623,171,20122,330
2633,22/01/2021,Chandigarh,20639,146,20162,331
2634,23/01/2021,Chandigarh,20664,137,20195,332
2635,24/01/2021,Chandigarh,20686,127,20226,333
2636,25/01/2021,Chandigarh,20718,136,20248,334
2637,27/01/2021,Chandigarh,20775,139,20302,334
2638,28/01/2021,Chandigarh,20819,146,20339,334
2639,29/01/2021,Chandigarh,20855,158,20363,334
2640,30/01/2021,Chandigarh,20882,159,20389,334
2641,31/01/2021,Chandigarh,20899,151,20414,334
2642,01/02/2021,Chandigarh,20925,165,20426,334
2643,02/02/2021,Chandigarh,20957,176,20447,334
2644,03/02/2021,Chandigarh,20979,182,20462,335
2645,04/02/2021,Chandigarh,21015,186,20493,336
2646,05/02/2021,Chandigarh,21036,187,20512,337
2647,06/02/2021,Chandigarh,21060,187,20535,338
2648,07/02/2021,Chandigarh,21088,184,20565,339
2649,08/02/2021,Chandigarh,21107,169,20598,340
2650,09/02/2021,Chandigarh,21133,169,20623,341
2651,10/02/2021,Chandigarh,21154,168,20644,342
2652,11/02/2021,Chandigarh,21171,158,20670,343
2653,12/02/2021,Chandigarh,21184,140,20700,344
2654,13/02/2021,Chandigarh,21203,142,20717,344
